Cavité :	Amalgame
	Ma31	    -- -->  	  64.2 °	 -12.8 °		0.50								 -12.8 °	-0.11	0.50	0.49	723784.6	5021813.6	1751.8	178.5		

	Ma31	    -- -->  	  12.8 °	  12.3 °		0.64								  12.3 °	0.14	0.64	0.63	723784.3	5021814.0	1752.0	178.7		

	Ma31	    -- -->  	 259.3 °	 -80.6 °		2.24								 -80.6 °	-2.21	2.24	0.37	723783.8	5021813.3	1749.7	178.4		

	Ma31	    -- -->  	  76.6 °	  81.2 °		1.97								  81.2 °	1.95	1.97	0.30	723784.4	5021813.5	1753.8	178.4		

	Ma31	    -- -->  	 172.7 °	  -3.7 °		0.74								  -3.7 °	-0.05	0.74	0.74	723784.2	5021812.7	1751.8	178.8		

	Ma31	   Ma32	 127.7 °	   2.8 °		0.98				0.3	0.2	0.1	0.0	   2.8 °	0.05	0.98	0.98	723784.9	5021812.8	1751.9	179.0		

	Ma32	    -- -->  	 231.5 °	  -6.3 °		0.26								  -6.3 °	-0.03	0.26	0.26	723784.7	5021812.6	1751.9	179.3		

	Ma32	    -- -->  	 337.8 °	   8.9 °		0.35								   8.9 °	0.05	0.35	0.35	723784.8	5021813.1	1752.0	179.4		

	Ma32	    -- -->  	  44.5 °	  10.4 °		0.61								  10.4 °	0.11	0.61	0.60	723785.3	5021813.2	1752.0	179.6		

	Ma32	    -- -->  	  72.3 °	   6.0 °		0.70								   6.0 °	0.07	0.70	0.70	723785.5	5021813.0	1752.0	179.7		

	Ma32	   Ma33	  70.0 °	  -6.1 °		1.58					0.4	0.1	0.1	  -6.1 °	-0.17	1.58	1.57	723786.4	5021813.3	1751.8	180.6		

	Ma33	    -- -->  	 230.8 °	 -10.3 °		0.38								 -10.3 °	-0.07	0.38	0.37	723786.1	5021813.1	1751.7	181.0		

	Ma33	    -- -->  	 294.3 °	  15.9 °		0.33								  15.9 °	0.09	0.33	0.32	723786.1	5021813.5	1751.9	180.9		

	Ma33	    -- -->  	 152.9 °	  -5.2 °		0.52								  -5.2 °	-0.05	0.52	0.52	723786.6	5021812.9	1751.7	181.1		

	Ma33	    -- -->  	 181.4 °	  -5.6 °		1.01								  -5.6 °	-0.10	1.01	1.01	723786.3	5021812.3	1751.7	181.6		

	Ma33	   Ma34	 179.5 °	  -6.1 °		1.01					0.3	0.1		  -6.1 °	-0.11	1.01	1.00	723786.4	5021812.3	1751.7	181.6		

	Ma34	    -- -->  	 320.4 °	   3.4 °		0.30								   3.4 °	0.02	0.30	0.30	723786.2	5021812.6	1751.7	181.9		

	Ma34	    -- -->  	 262.7 °	   6.7 °		0.66								   6.7 °	0.08	0.66	0.66	723785.7	5021812.2	1751.7	182.3		

	Ma34	    -- -->  	 236.1 °	  13.8 °		0.31								  13.8 °	0.07	0.31	0.30	723786.1	5021812.2	1751.7	181.9		

	Ma34	   Ma35	 228.1 °	  46.0 °		1.40				0.3		0.7		  46.0 °	1.01	1.40	0.97	723785.6	5021811.7	1752.7	182.6		

	Ma35	    -- -->  	 114.4 °	   2.5 °		0.32								   2.5 °	0.01	0.32	0.32	723785.9	5021811.5	1752.7	182.9		

	Ma35	    -- -->  	 211.3 °	  13.3 °		0.64								  13.3 °	0.15	0.64	0.62	723785.3	5021811.2	1752.8	183.2		

	Ma35	    -- -->  	 167.7 °	  28.8 °		1.41								  28.8 °	0.68	1.41	1.24	723785.9	5021810.5	1753.3	183.8		

	Ma35	   Ma36	 166.8 °	  27.3 °		1.41				0.3		0.0	0.1	  27.3 °	0.65	1.41	1.25	723785.9	5021810.5	1753.3	183.8		

	Ma36	    -- -->  	  49.6 °	 -14.5 °		0.32								 -14.5 °	-0.08	0.32	0.31	723786.1	5021810.7	1753.2	184.1		

	Ma36	    -- -->  	 118.3 °	   0.9 °		0.66								   0.9 °	0.01	0.66	0.66	723786.5	5021810.1	1753.3	184.5		

	Ma36	    -- -->  	 101.2 °	  -5.6 °		1.11								  -5.6 °	-0.11	1.11	1.10	723787.0	5021810.2	1753.2	184.9		

	Ma36	    -- -->  	  81.4 °	 -10.7 °		0.49								 -10.7 °	-0.09	0.49	0.48	723786.4	5021810.5	1753.2	184.3		

	Ma36	    -- -->  	  82.1 °	 -13.5 °		2.12								 -13.5 °	-0.49	2.12	2.06	723787.9	5021810.7	1752.8	185.9		

	Ma36	   Ma37	  86.6 °	 -14.3 °		2.49					0.6	1.6	2.4	 -14.3 °	-0.62	2.49	2.41	723788.3	5021810.6	1752.7	186.2		

	Ma37	    -- -->  	 228.4 °	  -3.4 °		0.61								  -3.4 °	-0.04	0.61	0.61	723787.9	5021810.2	1752.7	186.9		

	Ma37	    -- -->  	 144.5 °	  -1.6 °		0.90								  -1.6 °	-0.03	0.90	0.90	723788.8	5021809.8	1752.7	187.1		

	Ma37	    -- -->  	 175.7 °	  -6.3 °		1.39								  -6.3 °	-0.15	1.39	1.38	723788.4	5021809.2	1752.5	187.6		

	Ma37	    -- -->  	 162.6 °	   4.7 °		1.89								   4.7 °	0.15	1.89	1.88	723788.9	5021808.8	1752.9	188.1		

	Ma37	    -- -->  	 300.3 °	  17.1 °		0.46								  17.1 °	0.14	0.46	0.44	723787.9	5021810.8	1752.8	186.7		

	Ma37	    -- -->  	 354.5 °	 -86.2 °		2.42								 -86.2 °	-2.41	2.42	0.16	723788.3	5021810.7	1750.3	186.4		

	Ma37	    -- -->  	 190.3 °	  80.7 °		1.65								  80.7 °	1.63	1.65	0.27	723788.3	5021810.3	1754.3	186.5		

	Ma37	   Ma38	 153.2 °	   7.7 °		4.28					0.4	0.1	2.4	   7.7 °	0.57	4.28	4.24	723790.2	5021806.8	1753.3	190.5		

	Ma38	    -- -->  	 262.0 °	   6.2 °		0.48								   6.2 °	0.05	0.48	0.48	723789.7	5021806.7	1753.3	191.0		

	Ma38	    -- -->  	 281.6 °	  13.3 °		0.47								  13.3 °	0.11	0.47	0.46	723789.7	5021806.9	1753.4	190.9		

	Ma38	    -- -->  	 186.5 °	  -7.4 °		0.77								  -7.4 °	-0.10	0.77	0.76	723790.1	5021806.0	1753.2	191.3		

	Ma38	    -- -->  	 154.8 °	  -6.8 °		0.85								  -6.8 °	-0.10	0.85	0.84	723790.5	5021806.0	1753.2	191.3		

	Ma38	    -- -->  	  96.2 °	  -5.5 °		0.68								  -5.5 °	-0.07	0.68	0.68	723790.9	5021806.7	1753.2	191.2		

	Ma38	    -- -->  	 236.5 °	 -89.5 °		2.39								 -89.5 °	-2.39	2.39	0.02	723790.2	5021806.8	1750.9	190.5		

	Ma38	    -- -->  	 122.9 °	   1.2 °		1.65								   1.2 °	0.03	1.65	1.65	723791.6	5021805.9	1753.3	192.1		

	Ma38	   Ma39	 122.5 °	   2.9 °		1.67					0.3	0.0	0.1	   2.9 °	0.08	1.67	1.67	723791.6	5021805.9	1753.4	192.2		

	Ma39	    -- -->  	 256.3 °	  -1.6 °		0.29								  -1.6 °	-0.01	0.29	0.29	723791.3	5021805.8	1753.3	192.4		

	Ma39	    -- -->  	 183.6 °	  -5.3 °		0.69								  -5.3 °	-0.06	0.69	0.69	723791.5	5021805.2	1753.3	192.8		

	Ma39	    -- -->  	 212.7 °	  -1.6 °		1.67								  -1.6 °	-0.05	1.67	1.67	723790.7	5021804.5	1753.3	193.8		

	Ma39	    -- -->  	 222.2 °	   0.3 °		0.87								   0.3 °	0.00	0.87	0.87	723791.0	5021805.2	1753.4	193.0		

	Ma39	    -- -->  	 192.9 °	  -2.0 °		1.40								  -2.0 °	-0.05	1.40	1.40	723791.2	5021804.5	1753.3	193.6		

	Ma39	   Ma40	 197.9 °	   2.9 °		2.46				0.3		0.1	0.0	   2.9 °	0.12	2.46	2.46	723790.8	5021803.5	1753.5	194.6		

	Ma40	    -- -->  	  80.1 °	   0.9 °		0.33								   0.9 °	0.01	0.33	0.33	723791.1	5021803.6	1753.5	194.9		

	Ma40	    -- -->  	 137.4 °	  -0.6 °		0.76								  -0.6 °	-0.01	0.76	0.76	723791.3	5021803.0	1753.5	195.4		

	Ma40	    -- -->  	 178.1 °	   9.9 °		0.60								   9.9 °	0.10	0.60	0.59	723790.8	5021802.9	1753.6	195.2		

	Ma40	   Ma41	 160.6 °	  17.3 °		1.41					0.4	0.0	0.6	  17.3 °	0.42	1.41	1.35	723791.2	5021802.2	1753.9	196.0		

	Ma41	    -- -->  	 218.6 °	   0.3 °		0.83								   0.3 °	0.00	0.83	0.83	723790.7	5021801.6	1753.9	196.8		

	Ma41	    -- -->  	 251.9 °	   1.9 °		0.86								   1.9 °	0.03	0.86	0.86	723790.4	5021802.0	1753.9	196.8		

	Ma41	    -- -->  	 295.9 °	   5.5 °		0.41								   5.5 °	0.04	0.41	0.41	723790.9	5021802.4	1753.9	196.4		

	Ma41	    -- -->  	 101.4 °	 -84.9 °		0.57								 -84.9 °	-0.57	0.57	0.05	723791.3	5021802.2	1753.3	196.0		

	Ma41	   Ma42	 237.8 °	   2.8 °		3.49				0.6		0.2	0.1	   2.8 °	0.17	3.49	3.49	723788.3	5021800.4	1754.1	199.4		 vernis RG kit � zezei

	Ma42	    -- -->  	  35.7 °	  -3.8 °		0.64								  -3.8 °	-0.04	0.64	0.64	723788.6	5021800.9	1754.0	200.1		

	Ma42	    -- -->  	  65.3 °	  -5.8 °		1.38								  -5.8 °	-0.14	1.38	1.37	723789.5	5021801.0	1753.9	200.8		

	Ma42	    -- -->  	  78.8 °	 -11.6 °		0.63								 -11.6 °	-0.13	0.63	0.62	723788.9	5021800.5	1753.9	200.1		

	Ma42	    -- -->  	  97.2 °	  -7.2 °		1.17								  -7.2 °	-0.15	1.17	1.16	723789.4	5021800.3	1753.9	200.6		

	Ma42	    -- -->  	 136.3 °	   3.9 °		0.94								   3.9 °	0.06	0.94	0.94	723788.9	5021799.7	1754.1	200.4		

	Ma42	    -- -->  	 208.0 °	  13.1 °		0.35								  13.1 °	0.08	0.35	0.34	723788.1	5021800.1	1754.2	199.8		

	Ma42	    -- -->  	 169.0 °	  13.2 °		0.68								  13.2 °	0.16	0.68	0.66	723788.4	5021799.8	1754.2	200.1		

	Ma42	    -- -->  	 149.8 °	  10.8 °		0.78								  10.8 °	0.15	0.78	0.77	723788.6	5021799.8	1754.2	200.2		

	Ma42	   Ma43	 109.5 °	 -16.3 °		2.03					0.3	1.0	1.7	 -16.3 °	-0.57	2.03	1.95	723790.1	5021799.8	1753.5	201.4		

	Ma43	    -- -->  	 269.0 °	   7.8 °		0.36								   7.8 °	0.05	0.36	0.36	723789.7	5021799.8	1753.6	201.8		

	Ma43	    -- -->  	 229.4 °	   7.5 °		0.78								   7.5 °	0.10	0.78	0.77	723789.5	5021799.3	1753.6	202.2		

	Ma43	    -- -->  	 200.5 °	   5.5 °		0.58								   5.5 °	0.06	0.58	0.58	723789.9	5021799.2	1753.6	202.0		

	Ma43	    -- -->  	 212.0 °	 -84.1 °		1.71								 -84.1 °	-1.70	1.71	0.18	723790.0	5021799.6	1751.8	201.6		

	Ma43	    -- -->  	 206.6 °	  18.1 °		1.97								  18.1 °	0.61	1.97	1.87	723789.2	5021798.1	1754.1	203.3		

	Ma43	    -- -->  	 215.7 °	  18.4 °		3.25								  18.4 °	1.03	3.25	3.08	723788.3	5021797.3	1754.5	204.5		

	Ma43	   Ma44	 214.2 °	  18.3 °		3.25				0.3		3.2	2.5	  18.3 °	1.02	3.25	3.09	723788.3	5021797.2	1754.5	204.5		

	Ma44	    -- -->  	  77.7 °	  -6.2 °		0.34								  -6.2 °	-0.04	0.34	0.34	723788.7	5021797.3	1754.5	204.8		

	Ma44	    -- -->  	  56.9 °	  -2.1 °		0.94								  -2.1 °	-0.03	0.94	0.94	723789.1	5021797.7	1754.5	205.4		

	Ma44	    -- -->  	 348.1 °	 -10.7 °		0.57								 -10.7 °	-0.11	0.57	0.56	723788.2	5021797.8	1754.4	205.0		

	Ma44	    -- -->  	 188.7 °	  87.2 °		3.17								  87.2 °	3.17	3.17	0.15	723788.3	5021797.1	1757.7	204.6		

	Ma44	    -- -->  	 158.0 °	 -85.5 °		2.55								 -85.5 °	-2.54	2.55	0.20	723788.4	5021797.0	1752.0	204.7		

	Ma44	    -- -->  	 134.4 °	  21.6 °		1.17								  21.6 °	0.43	1.17	1.09	723789.1	5021796.5	1755.0	205.6		

	Ma44	   Ma45	 153.6 °	  26.5 °		1.60					0.5	0.1	0.1	  26.5 °	0.71	1.60	1.43	723788.9	5021795.9	1755.2	205.9		

	Ma45	    -- -->  	 291.3 °	  -9.7 °		0.53								  -9.7 °	-0.09	0.53	0.52	723788.5	5021796.1	1755.1	206.4		

	Ma45	    -- -->  	 264.6 °	 -11.7 °		0.64								 -11.7 °	-0.13	0.64	0.63	723788.3	5021795.9	1755.1	206.5		

	Ma45	    -- -->  	 208.5 °	  -7.0 °		0.33								  -7.0 °	-0.04	0.33	0.33	723788.8	5021795.6	1755.2	206.2		

	Ma45	    -- -->  	 263.4 °	   3.0 °		1.78								   3.0 °	0.09	1.78	1.78	723787.2	5021795.7	1755.3	207.7		

	Ma45	   Ma46	 263.9 °	   8.5 °		1.80				0.8		0.1	0.1	   8.5 °	0.27	1.80	1.78	723787.2	5021795.8	1755.5	207.7		

	Ma46	    -- -->  	 122.9 °	  11.0 °		0.47								  11.0 °	0.09	0.47	0.46	723787.6	5021795.5	1755.6	208.2		

	Ma46	    -- -->  	 111.3 °	  -2.9 °		0.77								  -2.9 °	-0.04	0.77	0.77	723787.9	5021795.5	1755.5	208.5		

	Ma46	    -- -->  	 211.1 °	  -9.3 °		0.42								  -9.3 °	-0.07	0.42	0.41	723787.0	5021795.4	1755.4	208.1		

	Ma46	    -- -->  	 170.9 °	  -3.9 °		0.82								  -3.9 °	-0.06	0.82	0.82	723787.3	5021795.0	1755.4	208.5		

	Ma46	    -- -->  	 146.8 °	  -4.0 °		1.69								  -4.0 °	-0.12	1.69	1.69	723788.1	5021794.3	1755.4	209.4		

	Ma46	   Ma47	 145.4 °	  -3.5 °		1.67					0.4	0.4	0.0	  -3.5 °	-0.10	1.67	1.67	723788.1	5021794.4	1755.4	209.4		

	Ma47	    -- -->  	 287.4 °	  10.3 °		0.45								  10.3 °	0.08	0.45	0.44	723787.7	5021794.5	1755.5	209.8		

	Ma47	    -- -->  	 196.5 °	  -3.5 °		0.43								  -3.5 °	-0.03	0.43	0.43	723788.0	5021794.0	1755.4	209.8		

	Ma47	    -- -->  	 232.9 °	  -0.9 °		0.97								  -0.9 °	-0.02	0.97	0.97	723787.3	5021793.8	1755.4	210.3		

	Ma47	    -- -->  	 347.6 °	  11.6 °		0.46								  11.6 °	0.09	0.46	0.45	723788.0	5021794.8	1755.5	209.8		

	Ma47	    -- -->  	 268.4 °	   8.4 °		1.41								   8.4 °	0.21	1.41	1.39	723786.7	5021794.4	1755.6	210.8		

	Ma47	    -- -->  	 253.9 °	  15.6 °		1.66								  15.6 °	0.45	1.66	1.60	723786.6	5021794.0	1755.8	211.0		

	Ma47	   Ma48	 254.1 °	  15.7 °		1.62				0.3		0.1	0.1	  15.7 °	0.44	1.62	1.56	723786.6	5021794.0	1755.8	210.9		

	Ma48	    -- -->  	 145.9 °	 -18.5 °		0.36								 -18.5 °	-0.11	0.36	0.34	723786.8	5021793.7	1755.7	211.3		

	Ma48	    -- -->  	  47.6 °	  -4.1 °		0.58								  -4.1 °	-0.04	0.58	0.58	723787.0	5021794.4	1755.8	211.5		

	Ma48	    -- -->  	 204.5 °	   9.7 °		0.51								   9.7 °	0.09	0.51	0.50	723786.4	5021793.5	1755.9	211.4		

	Ma48	    -- -->  	 170.6 °	   2.3 °		0.43								   2.3 °	0.02	0.43	0.43	723786.7	5021793.5	1755.9	211.3		

	Ma48	   Ma49	 186.9 °	  26.7 °		2.26					0.8	0.0	0.4	  26.7 °	1.02	2.26	2.02	723786.3	5021792.0	1756.9	212.9		

	Ma49	    -- -->  	 275.7 °	 -25.7 °		0.94								 -25.7 °	-0.41	0.94	0.85	723785.5	5021792.1	1756.4	213.8		

	Ma49	    -- -->  	 337.3 °	   4.4 °		0.25								   4.4 °	0.02	0.25	0.25	723786.2	5021792.2	1756.9	213.2		

	Ma49	    -- -->  	 255.1 °	 -19.5 °		0.94								 -19.5 °	-0.31	0.94	0.89	723785.5	5021791.8	1756.5	213.8		

	Ma49	    -- -->  	 212.6 °	 -10.5 °		0.31								 -10.5 °	-0.06	0.31	0.30	723786.2	5021791.7	1756.8	213.2		

	Ma49	   Ma50	 227.9 °	 -23.3 °		1.18				0.9		2.7	2.2	 -23.3 °	-0.47	1.18	1.08	723785.5	5021791.3	1756.4	214.0		

	Ma50	    -- -->  	  62.8 °	   0.2 °		0.58								   0.2 °	0.00	0.58	0.58	723786.0	5021791.5	1756.4	214.6		

	Ma50	    -- -->  	 348.7 °	  12.5 °		0.55								  12.5 °	0.12	0.55	0.54	723785.4	5021791.8	1756.5	214.6		

	Ma50	    -- -->  	 135.6 °	  82.4 °		2.72								  82.4 °	2.70	2.72	0.36	723785.8	5021791.0	1759.1	214.4		

	Ma50	    -- -->  	 116.6 °	 -85.1 °		2.24								 -85.1 °	-2.23	2.24	0.19	723785.7	5021791.2	1754.2	214.2		

	Ma50	    -- -->  	 131.1 °	  31.3 °		1.25								  31.3 °	0.65	1.25	1.07	723786.3	5021790.5	1757.0	215.1		

	Ma50	   Ma51	 147.1 °	  32.6 °		2.25					0.5	1.7	3.0	  32.6 °	1.21	2.25	1.90	723786.5	5021789.6	1757.6	215.9		 Pt marque en rose a 3m de l'eau

	Ma51	    -- -->  	 293.7 °	   4.0 °		0.51								   4.0 °	0.04	0.51	0.51	723786.1	5021789.9	1757.6	216.4		

	Ma51	    -- -->  	 345.0 °	   4.7 °		0.57								   4.7 °	0.05	0.57	0.57	723786.4	5021790.2	1757.6	216.5		

	Ma51	    -- -->  	 201.6 °	  -2.5 °		0.61								  -2.5 °	-0.03	0.61	0.61	723786.3	5021789.1	1757.6	216.5		

	Ma51	    -- -->  	 235.5 °	  -2.3 °		0.97								  -2.3 °	-0.04	0.97	0.97	723785.7	5021789.1	1757.6	216.9		

	Ma51	    -- -->  	 224.3 °	  -8.9 °		1.24								  -8.9 °	-0.19	1.24	1.23	723785.7	5021788.8	1757.4	217.1		

	Ma51	    -- -->  	  91.2 °	 -85.6 °		2.98								 -85.6 °	-2.97	2.98	0.23	723786.8	5021789.6	1754.6	216.1		

	Ma51	    -- -->  	 268.6 °	  82.4 °		1.72								  82.4 °	1.70	1.72	0.23	723786.3	5021789.6	1759.3	216.1		

	Ma51	   Ma52	 226.7 °	  -1.6 °		2.18				0.4		0.2	2.8	  -1.6 °	-0.06	2.18	2.18	723784.9	5021788.2	1757.5	218.1		

	Ma52	    -- -->  	  68.6 °	 -28.7 °		0.44								 -28.7 °	-0.21	0.44	0.39	723785.3	5021788.3	1757.3	218.5		

	Ma52	    -- -->  	 154.2 °	  -2.4 °		0.65								  -2.4 °	-0.03	0.65	0.65	723785.2	5021787.6	1757.5	218.7		

	Ma52	    -- -->  	 113.3 °	  -2.5 °		0.64								  -2.5 °	-0.03	0.64	0.64	723785.5	5021787.9	1757.5	218.7		

	Ma52	    -- -->  	 127.4 °	   8.4 °		1.28								   8.4 °	0.19	1.28	1.27	723785.9	5021787.4	1757.7	219.4		

	Ma52	    -- -->  	 227.3 °	 -86.9 °		2.84								 -86.9 °	-2.84	2.84	0.15	723784.8	5021788.1	1754.7	218.2		

	Ma52	   Ma53	 134.5 °	  11.1 °		2.69					0.5	0.1	0.0	  11.1 °	0.52	2.69	2.64	723786.8	5021786.3	1758.1	220.7		

	Ma53	    -- -->  	 257.0 °	  -4.0 °		0.53								  -4.0 °	-0.04	0.53	0.53	723786.3	5021786.2	1758.0	221.3		

	Ma53	    -- -->  	 180.0 °	  -2.5 °		0.41								  -2.5 °	-0.02	0.41	0.41	723786.8	5021785.9	1758.0	221.1		

	Ma53	    -- -->  	 225.0 °	   3.4 °		0.87								   3.4 °	0.05	0.87	0.87	723786.2	5021785.7	1758.1	221.6		

	Ma53	    -- -->  	 206.8 °	   7.1 °		0.91								   7.1 °	0.11	0.91	0.90	723786.4	5021785.5	1758.2	221.6		

	Ma53	   Ma54	 213.4 °	  10.0 °		1.80				0.3		2.1		  10.0 °	0.31	1.80	1.77	723785.8	5021784.8	1758.4	222.5		

	Ma54	    -- -->  	  69.7 °	  12.2 °		0.35								  12.2 °	0.07	0.35	0.34	723786.1	5021784.9	1758.4	222.9		

	Ma54	    -- -->  	 175.4 °	  77.8 °		2.13								  77.8 °	2.08	2.13	0.45	723785.8	5021784.4	1760.5	223.0		

	Ma54	    -- -->  	   4.0 °	   1.6 °		0.53								   1.6 °	0.01	0.53	0.53	723785.8	5021785.4	1758.4	223.0		

	Ma54	   Ma55	 160.5 °	  26.0 °		1.37					0.3	1.8	0.0	  26.0 °	0.60	1.37	1.23	723786.2	5021783.7	1759.0	223.7		

	Ma55	    -- -->  	 252.6 °	  -6.1 °		0.30								  -6.1 °	-0.03	0.30	0.30	723785.9	5021783.6	1758.9	224.0		

	Ma55	    -- -->  	 198.0 °	  88.3 °		1.85								  88.3 °	1.85	1.85	0.05	723786.2	5021783.6	1760.8	223.8		

	Ma55	   Ma56	 193.0 °	 -22.5 °		0.92				0.3		0.1		 -22.5 °	-0.35	0.92	0.85	723786.0	5021782.8	1758.6	224.6		

	Ma56	    -- -->  	  40.9 °	  21.5 °		0.39								  21.5 °	0.14	0.39	0.36	723786.2	5021783.1	1758.8	225.0		

	Ma56	    -- -->  	  91.4 °	   8.9 °		0.78								   8.9 °	0.12	0.78	0.77	723786.8	5021782.8	1758.7	225.4		

	Ma56	    -- -->  	 130.5 °	   5.6 °		0.45								   5.6 °	0.04	0.45	0.45	723786.3	5021782.5	1758.7	225.0		

	Ma56	   Ma57	 116.5 °	   0.5 °		1.56					0.5		2.4	   0.5 °	0.01	1.56	1.56	723787.4	5021782.1	1758.6	226.1		

	Ma57	    -- -->  	 259.9 °	 -16.1 °		0.50								 -16.1 °	-0.14	0.50	0.48	723786.9	5021782.0	1758.5	226.6		

	Ma57	    -- -->  	 283.3 °	 -11.4 °		0.24								 -11.4 °	-0.05	0.24	0.24	723787.2	5021782.2	1758.6	226.4		

	Ma57	    -- -->  	 233.5 °	 -15.1 °		0.83								 -15.1 °	-0.22	0.83	0.80	723786.7	5021781.7	1758.4	227.0		

	Ma57	    -- -->  	 196.5 °	 -16.7 °		0.70								 -16.7 °	-0.20	0.70	0.67	723787.2	5021781.5	1758.4	226.8		

	Ma57	    -- -->  	 211.4 °	 -13.9 °		1.40								 -13.9 °	-0.34	1.40	1.36	723786.7	5021781.0	1758.3	227.5		

	Ma57	    -- -->  	 102.8 °	 -76.4 °		2.43								 -76.4 °	-2.36	2.43	0.57	723787.9	5021782.0	1756.3	226.7		

	Ma57	   Ma58	 225.9 °	 -26.2 °		3.40				1.0		0.5		 -26.2 °	-1.50	3.40	3.05	723785.2	5021780.0	1757.1	229.2		

	Ma58	    -- -->  	 333.9 °	  13.1 °		0.58								  13.1 °	0.13	0.58	0.56	723784.9	5021780.5	1757.3	229.8		

	Ma58	    -- -->  	   0.6 °	  15.1 °		0.36								  15.1 °	0.09	0.36	0.35	723785.2	5021780.4	1757.2	229.5		

	Ma58	    -- -->  	  59.6 °	   9.3 °		0.46								   9.3 °	0.07	0.46	0.45	723785.6	5021780.3	1757.2	229.7		

	Ma58	    -- -->  	 133.2 °	   5.5 °		0.98								   5.5 °	0.09	0.98	0.98	723785.9	5021779.4	1757.2	230.2		

	Ma58	    -- -->  	 110.6 °	  27.3 °		1.17								  27.3 °	0.54	1.17	1.04	723786.1	5021779.7	1757.7	230.2		

	Ma58	   Ma59	 128.5 °	  22.3 °		2.10					0.3		1.3	  22.3 °	0.80	2.10	1.94	723786.7	5021778.8	1757.9	231.1		

	Ma59	    -- -->  	 264.3 °	  -5.5 °		0.29								  -5.5 °	-0.03	0.29	0.29	723786.4	5021778.8	1757.9	231.4		

	Ma59	    -- -->  	 187.7 °	  -6.4 °		0.58								  -6.4 °	-0.06	0.58	0.58	723786.6	5021778.2	1757.9	231.7		

	Ma59	    -- -->  	 228.5 °	  -1.1 °		0.33								  -1.1 °	-0.01	0.33	0.33	723786.4	5021778.6	1757.9	231.5		

	Ma59	    -- -->  	 128.0 °	 -84.1 °		1.26								 -84.1 °	-1.25	1.26	0.13	723786.8	5021778.7	1756.7	231.3		

	Ma59	   Ma60	 205.0 °	   4.7 °		1.26					0.3	0.2		   4.7 °	0.10	1.26	1.26	723786.1	5021777.7	1758.0	232.4		

	Ma60	    -- -->  	 334.4 °	   8.4 °		0.37								   8.4 °	0.05	0.37	0.37	723786.0	5021778.0	1758.1	232.8		

	Ma60	    -- -->  	 266.5 °	   9.8 °		0.89								   9.8 °	0.15	0.89	0.88	723785.3	5021777.6	1758.2	233.3		

	Ma60	    -- -->  	 352.4 °	   5.5 °		0.47								   5.5 °	0.05	0.47	0.47	723786.1	5021778.1	1758.1	232.9		

