Cavité :	Amalgame
	Ma60	   Ma61	 225.3 °	  56.5 °		2.01				0.4			0.1	  56.5 °	1.68	2.01	1.11	723785.3	5021776.9	1759.7	233.5		

	Ma61	    -- -->  	 111.8 °	  -2.7 °		0.43								  -2.7 °	-0.02	0.43	0.43	723785.7	5021776.7	1759.7	233.9		

	Ma61	    -- -->  	 138.3 °	  -6.6 °		0.54								  -6.6 °	-0.06	0.54	0.54	723785.7	5021776.5	1759.6	234.0		

	Ma61	    -- -->  	 196.5 °	  -2.9 °		0.47								  -2.9 °	-0.02	0.47	0.47	723785.2	5021776.5	1759.7	234.0		

	Ma61	   Ma62	 158.9 °	   1.9 °		1.11				0.4		0.0	0.0	   1.9 °	0.04	1.11	1.11	723785.7	5021775.9	1759.7	234.6		

	Ma62	    -- -->  	  23.4 °	  -1.4 °		0.40								  -1.4 °	-0.01	0.40	0.40	723785.9	5021776.2	1759.7	235.0		

	Ma62	    -- -->  	  79.2 °	  -1.0 °		0.44								  -1.0 °	-0.01	0.44	0.44	723786.2	5021775.9	1759.7	235.1		

	Ma62	    -- -->  	  43.1 °	   1.9 °		1.20								   1.9 °	0.04	1.20	1.20	723786.5	5021776.7	1759.8	235.8		

	Ma62	   Ma63	  57.0 °	   8.5 °		1.73					0.4	0.0	0.1	   8.5 °	0.26	1.73	1.71	723787.2	5021776.8	1760.0	236.3		

	Ma63	    -- -->  	 175.9 °	  -8.6 °		0.40								  -8.6 °	-0.06	0.40	0.40	723787.2	5021776.4	1759.9	236.7		

	Ma63	    -- -->  	 135.0 °	   0.1 °		0.49								   0.1 °	0.00	0.49	0.49	723787.5	5021776.4	1760.0	236.8		

	Ma63	    -- -->  	 101.2 °	   1.6 °		0.69								   1.6 °	0.02	0.69	0.69	723787.8	5021776.6	1760.0	237.0		

	Ma63	   Ma64	 112.5 °	  10.1 °		1.05					0.4	0.1	0.0	  10.1 °	0.18	1.05	1.03	723788.1	5021776.4	1760.2	237.4		

	Ma64	    -- -->  	 251.0 °	   9.5 °		0.38								   9.5 °	0.06	0.38	0.37	723787.8	5021776.3	1760.2	237.7		

	Ma64	    -- -->  	 225.5 °	  -2.0 °		0.70								  -2.0 °	-0.02	0.70	0.70	723787.6	5021775.9	1760.2	238.1		

	Ma64	    -- -->  	 181.5 °	  -0.4 °		0.45								  -0.4 °	-0.00	0.45	0.45	723788.1	5021775.9	1760.2	237.8		

	Ma64	   Ma65	 198.2 °	  -4.1 °		1.96				0.6	0.4	2.3	2.0	  -4.1 °	-0.14	1.96	1.95	723787.5	5021774.5	1760.0	239.3		

	Ma65	    -- -->  	 357.1 °	   0.6 °		1.10								   0.6 °	0.01	1.10	1.10	723787.4	5021775.6	1760.1	240.4		

	Ma65	    -- -->  	 324.9 °	  -0.8 °		0.83								  -0.8 °	-0.01	0.83	0.83	723787.0	5021775.2	1760.0	240.1		

	Ma65	    -- -->  	 304.3 °	  -1.6 °		0.38								  -1.6 °	-0.01	0.38	0.38	723787.2	5021774.7	1760.0	239.7		

	Ma65	    -- -->  	  59.3 °	  17.5 °		0.69								  17.5 °	0.21	0.69	0.66	723788.1	5021774.8	1760.3	240.0		

	Ma65	    -- -->  	 103.1 °	  11.2 °		0.64								  11.2 °	0.12	0.64	0.63	723788.1	5021774.4	1760.2	239.9		

	Ma65	    -- -->  	 169.1 °	  -8.7 °		0.61								  -8.7 °	-0.09	0.61	0.60	723787.6	5021773.9	1760.0	239.9		

	Ma65	    -- -->  	 192.3 °	 -15.3 °		0.56								 -15.3 °	-0.15	0.56	0.54	723787.4	5021774.0	1759.9	239.9		

	Ma65	    -- -->  	 244.4 °	  -5.5 °		0.54								  -5.5 °	-0.05	0.54	0.54	723787.0	5021774.3	1760.0	239.9		

	Ma65	    -- -->  	 224.4 °	  -8.0 °		0.99								  -8.0 °	-0.14	0.99	0.98	723786.8	5021773.8	1759.9	240.3		

	Ma65	    -- -->  	 182.3 °	 -82.0 °		2.06								 -82.0 °	-2.04	2.06	0.29	723787.5	5021774.2	1758.0	239.6		

	Ma65	    -- -->  	 131.9 °	  84.9 °		2.27								  84.9 °	2.26	2.27	0.20	723787.6	5021774.4	1762.3	239.5		

	Ma65	    -- -->  	 207.6 °	  -4.7 °		1.24								  -4.7 °	-0.10	1.24	1.24	723786.9	5021773.4	1759.9	240.6		

	Ma65	   Ma66	 207.7 °	  -3.3 °		1.25				0.3		0.1	0.1	  -3.3 °	-0.07	1.25	1.25	723786.9	5021773.4	1760.0	240.6		

	Ma66	    -- -->  	 348.6 °	  -5.9 °		0.49								  -5.9 °	-0.05	0.49	0.49	723786.8	5021773.9	1759.9	241.1		

	Ma66	    -- -->  	  85.1 °	  -1.7 °		0.37								  -1.7 °	-0.01	0.37	0.37	723787.3	5021773.4	1760.0	240.9		

	Ma66	    -- -->  	 155.7 °	   8.8 °		0.89								   8.8 °	0.14	0.89	0.88	723787.2	5021772.6	1760.1	241.4		

	Ma66	    -- -->  	 239.7 °	   3.5 °		0.88								   3.5 °	0.05	0.88	0.88	723786.1	5021773.0	1760.0	241.4		

	Ma66	   Ma67	 200.6 °	  12.5 °		1.24				0.6	0.4	0.1	0.0	  12.5 °	0.27	1.24	1.21	723786.5	5021772.3	1760.2	241.8		

	Ma67	    -- -->  	 263.1 °	  -0.3 °		0.42								  -0.3 °	-0.00	0.42	0.42	723786.0	5021772.2	1760.2	242.2		

	Ma67	    -- -->  	 309.6 °	   3.1 °		0.59								   3.1 °	0.03	0.59	0.59	723786.0	5021772.7	1760.3	242.4		

	Ma67	    -- -->  	 215.3 °	  13.5 °		0.36								  13.5 °	0.08	0.36	0.35	723786.2	5021772.0	1760.3	242.1		

	Ma67	    -- -->  	  72.7 °	   7.9 °		0.58								   7.9 °	0.08	0.58	0.57	723787.0	5021772.5	1760.3	242.4		

	Ma67	    -- -->  	 112.4 °	   9.7 °		0.56								   9.7 °	0.09	0.56	0.55	723787.0	5021772.1	1760.3	242.3		

	Ma67	    -- -->  	 146.7 °	  14.2 °		0.44								  14.2 °	0.11	0.44	0.43	723786.7	5021771.9	1760.3	242.2		

	Ma67	    -- -->  	 256.2 °	   9.3 °		0.39								   9.3 °	0.06	0.39	0.38	723786.1	5021772.2	1760.3	242.2		

	Ma67	   Ma68	 126.3 °	  24.3 °		1.05					0.4	0.2	0.0	  24.3 °	0.43	1.05	0.96	723787.2	5021771.7	1760.7	242.7		

	Ma68	    -- -->  	 265.1 °	  -2.0 °		0.38								  -2.0 °	-0.01	0.38	0.38	723786.8	5021771.7	1760.7	243.1		

	Ma68	    -- -->  	 233.5 °	   4.3 °		0.76								   4.3 °	0.06	0.76	0.76	723786.6	5021771.3	1760.7	243.5		

	Ma68	    -- -->  	 163.1 °	  12.2 °		0.61								  12.2 °	0.13	0.61	0.60	723787.4	5021771.1	1760.8	243.3		

	Ma68	    -- -->  	 192.6 °	   7.7 °		1.08								   7.7 °	0.14	1.08	1.07	723787.0	5021770.7	1760.8	243.8		

	Ma68	    -- -->  	 206.2 °	   6.9 °		1.53								   6.9 °	0.18	1.53	1.52	723786.5	5021770.4	1760.9	244.3		

	Ma68	    -- -->  	 223.2 °	  17.3 °		0.78								  17.3 °	0.23	0.78	0.74	723786.7	5021771.2	1760.9	243.5		

	Ma68	   Ma69	 192.7 °	  13.8 °		1.99				0.3		0.3	3.1	  13.8 °	0.47	1.99	1.93	723786.8	5021769.8	1761.1	244.7		

	Ma69	    -- -->  	  58.3 °	   3.7 °		0.35								   3.7 °	0.02	0.35	0.35	723787.1	5021770.0	1761.2	245.0		

	Ma69	    -- -->  	 116.9 °	  20.3 °		0.74								  20.3 °	0.26	0.74	0.69	723787.4	5021769.5	1761.4	245.4		

	Ma69	    -- -->  	 170.3 °	   6.9 °		0.65								   6.9 °	0.08	0.65	0.65	723786.9	5021769.2	1761.2	245.3		

	Ma69	    -- -->  	  92.1 °	 -88.0 °		3.12								 -88.0 °	-3.12	3.12	0.11	723786.9	5021769.8	1758.0	244.8		

	Ma69	    -- -->  	 145.8 °	  14.2 °		1.56								  14.2 °	0.38	1.56	1.51	723787.6	5021768.6	1761.5	246.2		

	Ma69	   Ma70	 154.1 °	  19.0 °		1.98					0.4	0.1	0.0	  19.0 °	0.64	1.98	1.87	723787.6	5021768.1	1761.8	246.5		

	Ma70	    -- -->  	 324.0 °	  -4.1 °		0.37								  -4.1 °	-0.03	0.37	0.37	723787.4	5021768.4	1761.8	246.9		

	Ma70	    -- -->  	 220.6 °	   8.3 °		0.74								   8.3 °	0.11	0.74	0.73	723787.1	5021767.6	1761.9	247.3		

	Ma70	    -- -->  	 270.0 °	  -0.1 °		0.80								  -0.1 °	-0.00	0.80	0.80	723786.8	5021768.2	1761.8	247.3		

	Ma70	    -- -->  	 291.1 °	   2.1 °		1.17								   2.1 °	0.04	1.17	1.17	723786.5	5021768.6	1761.8	247.7		

	Ma70	   Ma71	 293.3 °	   3.5 °		1.21				0.3	0.4	1.7	0.1	   3.5 °	0.07	1.21	1.21	723786.5	5021768.6	1761.9	247.7		

	Ma71	    -- -->  	 293.8 °	   1.6 °		1.20								   1.6 °	0.03	1.20	1.20	723785.4	5021769.1	1761.9	248.9		

	Ma71	    -- -->  	 352.3 °	   0.8 °		0.36								   0.8 °	0.01	0.36	0.36	723786.4	5021769.0	1761.9	248.1		

	Ma71	    -- -->  	  63.0 °	   9.1 °		0.37								   9.1 °	0.06	0.37	0.37	723786.8	5021768.8	1761.9	248.1		

	Ma71	    -- -->  	 258.6 °	 -20.3 °		0.36								 -20.3 °	-0.12	0.36	0.34	723786.1	5021768.6	1761.7	248.1		

	Ma71	    -- -->  	 179.2 °	  18.1 °		0.38								  18.1 °	0.12	0.38	0.36	723786.5	5021768.3	1762.0	248.1		

	Ma71	    -- -->  	 190.2 °	  10.3 °		1.19								  10.3 °	0.21	1.19	1.17	723786.2	5021767.5	1762.1	248.9		

	Ma71	    -- -->  	 202.1 °	   6.8 °		1.50								   6.8 °	0.18	1.50	1.49	723785.9	5021767.3	1762.0	249.2		

	Ma71	    -- -->  	 241.8 °	  78.7 °		1.71								  78.7 °	1.68	1.71	0.34	723786.2	5021768.5	1763.5	248.1		

	Ma71	   Ma72	 209.1 °	   2.4 °		1.72					0.4	0.1	0.0	   2.4 °	0.07	1.72	1.72	723785.6	5021767.1	1761.9	249.5		

	Ma72	    -- -->  	 334.2 °	  16.4 °		0.44								  16.4 °	0.12	0.44	0.42	723785.4	5021767.5	1762.1	249.9		

	Ma72	    -- -->  	  59.0 °	  -2.6 °		0.50								  -2.6 °	-0.02	0.50	0.50	723786.0	5021767.4	1761.9	250.0		

	Ma72	    -- -->  	  13.0 °	   3.9 °		0.72								   3.9 °	0.05	0.72	0.72	723785.8	5021767.8	1762.0	250.2		

	Ma72	    -- -->  	 230.7 °	  -0.6 °		0.45								  -0.6 °	-0.00	0.45	0.45	723785.3	5021766.9	1761.9	249.9		

	Ma72	    -- -->  	 252.2 °	   2.7 °		0.83								   2.7 °	0.04	0.83	0.83	723784.8	5021766.9	1762.0	250.3		

	Ma72	   Ma73	 233.0 °	  15.3 °		1.50				0.4		2.1	2.9	  15.3 °	0.40	1.50	1.45	723784.4	5021766.3	1762.3	250.9		 pt marqu� rose dans zone boueuse

	Ma73	    -- -->  	  83.2 °	  -0.8 °		0.42								  -0.8 °	-0.01	0.42	0.42	723784.9	5021766.3	1762.3	251.3		

	Ma73	    -- -->  	 115.9 °	  -4.5 °		0.48								  -4.5 °	-0.04	0.48	0.48	723784.9	5021766.1	1762.3	251.4		

	Ma73	    -- -->  	 188.3 °	  -4.2 °		0.50								  -4.2 °	-0.04	0.50	0.50	723784.4	5021765.8	1762.3	251.4		

	Ma73	    -- -->  	 164.6 °	  -2.0 °		1.03								  -2.0 °	-0.04	1.03	1.03	723784.7	5021765.3	1762.3	251.9		

	Ma73	    -- -->  	 211.3 °	 -85.4 °		2.86								 -85.4 °	-2.85	2.86	0.23	723784.3	5021766.1	1759.5	251.1		

	Ma73	    -- -->  	 133.2 °	  78.2 °		2.10								  78.2 °	2.06	2.10	0.43	723784.8	5021766.0	1764.4	251.3		

	Ma73	   Ma74	 121.8 °	  -6.9 °		3.32					0.8	0.2		  -6.9 °	-0.40	3.32	3.30	723787.2	5021764.5	1761.9	254.2		

	Ma74	    -- -->  	 261.5 °	  10.6 °		0.81								  10.6 °	0.15	0.81	0.80	723786.4	5021764.4	1762.1	255.0		

	Ma74	    -- -->  	 233.5 °	  13.0 °		0.87								  13.0 °	0.20	0.87	0.85	723786.5	5021764.0	1762.1	255.1		

	Ma74	    -- -->  	 193.3 °	   5.7 °		0.58								   5.7 °	0.06	0.58	0.58	723787.1	5021764.0	1762.0	254.8		

	Ma74	    -- -->  	 206.8 °	   6.1 °		1.20								   6.1 °	0.13	1.20	1.19	723786.7	5021763.5	1762.1	255.4		

	Ma74	   Ma75	 220.5 °	  31.6 °		1.83					0.4	0.1	0.0	  31.6 °	0.96	1.83	1.56	723786.2	5021763.3	1762.9	255.8		

	Ma75	    -- -->  	 341.3 °	  10.6 °		0.37								  10.6 °	0.07	0.37	0.36	723786.1	5021763.7	1763.0	256.1		

	Ma75	    -- -->  	 296.4 °	   8.3 °		0.97								   8.3 °	0.14	0.97	0.96	723785.3	5021763.8	1763.0	256.7		

	Ma75	    -- -->  	 249.8 °	   3.6 °		0.60								   3.6 °	0.04	0.60	0.60	723785.6	5021763.1	1762.9	256.4		

	Ma75	    -- -->  	 267.9 °	  -2.0 °		1.35								  -2.0 °	-0.05	1.35	1.35	723784.9	5021763.3	1762.8	257.1		

	Ma75	    -- -->  	 281.2 °	  -1.4 °		2.16								  -1.4 °	-0.05	2.16	2.16	723784.1	5021763.8	1762.8	257.9		

	Ma75	   Ma76	 281.7 °	  19.9 °		3.21				0.6			0.4	  19.9 °	1.09	3.21	3.02	723783.3	5021764.0	1764.0	258.8		

	Ma76	    -- -->  	 108.0 °	 -25.7 °		0.95								 -25.7 °	-0.41	0.95	0.86	723784.1	5021763.7	1763.6	259.6		

	Ma76	    -- -->  	 123.9 °	 -33.7 °		0.76								 -33.7 °	-0.42	0.76	0.63	723783.8	5021763.6	1763.6	259.4		

	Ma76	    -- -->  	 195.4 °	 -26.3 °		0.65								 -26.3 °	-0.29	0.65	0.58	723783.1	5021763.4	1763.7	259.4		

	Ma76	    -- -->  	 158.2 °	 -31.4 °		0.84								 -31.4 °	-0.44	0.84	0.72	723783.5	5021763.3	1763.5	259.5		

	Ma76	    -- -->  	 144.1 °	 -17.4 °		1.61								 -17.4 °	-0.48	1.61	1.54	723784.1	5021762.7	1763.5	260.3		

	Ma76	   Ma77	 154.3 °	  -2.1 °		2.24					0.3	0.1	0.1	  -2.1 °	-0.08	2.24	2.24	723784.2	5021762.0	1763.9	261.0		

	Ma77	    -- -->  	 280.9 °	 -12.8 °		0.31								 -12.8 °	-0.07	0.31	0.30	723783.9	5021762.0	1763.8	261.3		

	Ma77	    -- -->  	 229.8 °	  -3.8 °		0.43								  -3.8 °	-0.03	0.43	0.43	723783.9	5021761.7	1763.9	261.5		

	Ma77	    -- -->  	 183.0 °	   5.5 °		0.54								   5.5 °	0.05	0.54	0.54	723784.2	5021761.4	1764.0	261.6		

	Ma77	   Ma78	 222.6 °	  -1.2 °		0.96					0.5		0.0	  -1.2 °	-0.02	0.96	0.96	723783.5	5021761.3	1763.9	262.0		

	Ma78	    -- -->  	  24.9 °	  -1.6 °		0.37								  -1.6 °	-0.01	0.37	0.37	723783.7	5021761.6	1763.9	262.4		

	Ma78	    -- -->  	 339.0 °	  -2.9 °		0.52								  -2.9 °	-0.03	0.52	0.52	723783.4	5021761.7	1763.9	262.5		

	Ma78	    -- -->  	 295.3 °	  -5.1 °		0.46								  -5.1 °	-0.04	0.46	0.46	723783.1	5021761.5	1763.8	262.4		

	Ma78	   Ma79	 300.1 °	  41.1 °		1.46				0.3		0.1	0.1	  41.1 °	0.96	1.46	1.10	723782.6	5021761.8	1764.8	263.1		

	Ma79	    -- -->  	 187.2 °	 -17.9 °		0.37								 -17.9 °	-0.11	0.37	0.35	723782.5	5021761.5	1764.7	263.4		

	Ma79	    -- -->  	 106.3 °	  10.2 °		0.50								  10.2 °	0.09	0.50	0.49	723783.1	5021761.7	1764.9	263.6		

	Ma79	    -- -->  	 217.6 °	 -10.7 °		0.56								 -10.7 °	-0.10	0.56	0.55	723782.3	5021761.4	1764.7	263.6		

	Ma79	    -- -->  	 262.4 °	 -10.6 °		0.99								 -10.6 °	-0.18	0.99	0.97	723781.6	5021761.7	1764.7	264.1		

	Ma79	   Ma80	 236.7 °	  -8.1 °		1.89				0.3		0.1		  -8.1 °	-0.27	1.89	1.87	723781.0	5021760.8	1764.6	265.0		

	Ma80	    -- -->  	 108.6 °	   8.8 °		0.33								   8.8 °	0.05	0.33	0.33	723781.3	5021760.7	1764.6	265.3		

	Ma80	    -- -->  	 179.0 °	   3.7 °		0.76								   3.7 °	0.05	0.76	0.76	723781.0	5021760.1	1764.6	265.7		

	Ma80	    -- -->  	 206.7 °	   5.5 °		0.63								   5.5 °	0.06	0.63	0.63	723780.7	5021760.3	1764.6	265.6		

	Ma80	   Ma81	 198.8 °	  10.1 °		2.41					0.4	0.0	0.1	  10.1 °	0.42	2.41	2.37	723780.2	5021758.6	1765.0	267.3		

	Ma81	    -- -->  	 332.8 °	  -2.1 °		0.40								  -2.1 °	-0.01	0.40	0.40	723780.1	5021758.9	1765.0	267.7		

	Ma81	    -- -->  	 311.1 °	  -8.9 °		0.59								  -8.9 °	-0.09	0.59	0.58	723779.8	5021759.0	1764.9	267.9		

	Ma81	    -- -->  	 303.5 °	 -10.6 °		0.72								 -10.6 °	-0.13	0.72	0.71	723779.6	5021759.0	1764.9	268.0		

	Ma81	    -- -->  	 245.2 °	  -7.4 °		0.46								  -7.4 °	-0.06	0.46	0.46	723779.8	5021758.4	1764.9	267.8		

	Ma81	    -- -->  	 283.1 °	  -7.3 °		1.36								  -7.3 °	-0.17	1.36	1.35	723778.9	5021758.9	1764.8	268.7		

	Ma81	    -- -->  	 281.6 °	   1.9 °		1.17								   1.9 °	0.04	1.17	1.17	723779.1	5021758.8	1765.0	268.5		

	Ma81	    -- -->  	 281.1 °	   2.4 °		1.12								   2.4 °	0.05	1.12	1.12	723779.1	5021758.8	1765.0	268.4		

	Ma81	   Ma82	 281.3 °	   2.0 °		1.18					0.3	0.0	0.3	   2.0 °	0.04	1.18	1.18	723779.1	5021758.8	1765.0	268.5		

	Ma82	    -- -->  	  32.5 °	   2.4 °		0.35								   2.4 °	0.01	0.35	0.35	723779.3	5021759.1	1765.1	268.9		

	Ma82	    -- -->  	 342.1 °	  -5.9 °		0.50								  -5.9 °	-0.05	0.50	0.50	723778.9	5021759.3	1765.0	269.0		

	Ma82	    -- -->  	 291.9 °	 -17.8 °		0.88								 -17.8 °	-0.27	0.88	0.84	723778.3	5021759.1	1764.8	269.3		

	Ma82	   Ma83	 309.4 °	  -4.5 °		1.96				0.3		0.0	0.3	  -4.5 °	-0.15	1.96	1.95	723777.6	5021760.1	1764.9	270.5		

	Ma83	    -- -->  	 157.4 °	  -1.5 °		0.30								  -1.5 °	-0.01	0.30	0.30	723777.7	5021759.8	1764.9	270.8		

	Ma83	    -- -->  	 182.2 °	   3.0 °		0.36								   3.0 °	0.02	0.36	0.36	723777.6	5021759.7	1764.9	270.8		

	Ma83	    -- -->  	 231.0 °	   0.5 °		0.48								   0.5 °	0.00	0.48	0.48	723777.2	5021759.8	1764.9	270.9		

	Ma83	    -- -->  	 213.3 °	   0.1 °		0.99								   0.1 °	0.00	0.99	0.99	723777.0	5021759.3	1764.9	271.4		

	Ma83	    -- -->  	 198.6 °	  -9.4 °		1.90								  -9.4 °	-0.31	1.90	1.87	723777.0	5021758.3	1764.6	272.3		

	Ma83	   Ma84	 189.4 °	  -5.6 °		2.47					0.3	0.1	0.0	  -5.6 °	-0.24	2.47	2.46	723777.2	5021757.7	1764.6	272.9		

	Ma84	    -- -->  	 302.6 °	  -1.8 °		0.31								  -1.8 °	-0.01	0.31	0.31	723776.9	5021757.8	1764.6	273.2		

	Ma84	    -- -->  	 239.2 °	   6.0 °		0.69								   6.0 °	0.07	0.69	0.69	723776.6	5021757.3	1764.7	273.6		

	Ma84	    -- -->  	 211.3 °	   4.9 °		0.79								   4.9 °	0.07	0.79	0.79	723776.7	5021757.0	1764.7	273.7		

	Ma84	   Ma85	 214.1 °	  25.1 °		2.21				0.4		0.0	0.0	  25.1 °	0.94	2.21	2.00	723776.0	5021756.0	1765.6	274.9		

	Ma85	    -- -->  	  75.4 °	  -2.7 °		0.44								  -2.7 °	-0.02	0.44	0.44	723776.4	5021756.1	1765.6	275.4		

	Ma85	    -- -->  	 114.3 °	   0.6 °		0.48								   0.6 °	0.01	0.48	0.48	723776.4	5021755.8	1765.6	275.4		

	Ma85	    -- -->  	 167.5 °	   2.2 °		0.60								   2.2 °	0.02	0.60	0.60	723776.1	5021755.4	1765.6	275.5		

	Ma85	    -- -->  	 152.7 °	  -2.3 °		1.37								  -2.3 °	-0.05	1.37	1.37	723776.6	5021754.8	1765.5	276.3		

	Ma85	    -- -->  	 137.4 °	  -1.0 °		1.52								  -1.0 °	-0.03	1.52	1.52	723777.0	5021754.9	1765.6	276.4		

	Ma85	   Ma86	 146.8 °	   0.7 °		2.42					0.3	0.0	0.1	   0.7 °	0.03	2.42	2.42	723777.3	5021754.0	1765.6	277.3		

	Ma86	    -- -->  	 278.5 °	  -9.4 °		0.34								  -9.4 °	-0.06	0.34	0.34	723777.0	5021754.0	1765.6	277.7		

	Ma86	    -- -->  	 220.4 °	  -6.6 °		0.72								  -6.6 °	-0.08	0.72	0.72	723776.8	5021753.4	1765.5	278.1		

	Ma86	    -- -->  	 193.8 °	   0.2 °		0.64								   0.2 °	0.00	0.64	0.64	723777.2	5021753.4	1765.6	278.0		

	Ma86	    -- -->  	 213.8 °	  -0.6 °		1.22								  -0.6 °	-0.01	1.22	1.22	723776.6	5021753.0	1765.6	278.6		

	Ma86	   Ma87	 208.9 °	   5.0 °		1.51				0.3		0.2		   5.0 °	0.13	1.51	1.50	723776.6	5021752.7	1765.7	278.8		

	Ma87	    -- -->  	 210.0 °	   5.3 °		1.45								   5.3 °	0.13	1.45	1.44	723775.8	5021751.4	1765.9	280.3		

	Ma87	    -- -->  	 209.5 °	   5.1 °		1.51								   5.1 °	0.13	1.51	1.50	723775.8	5021751.4	1765.9	280.3		

	Ma87	    -- -->  	  99.5 °	  10.3 °		0.31								  10.3 °	0.06	0.31	0.31	723776.9	5021752.6	1765.8	279.1		

	Ma87	    -- -->  	 147.7 °	  11.1 °		0.97								  11.1 °	0.19	0.97	0.95	723777.1	5021751.9	1765.9	279.8		

	Ma87	   Ma88	 159.6 °	   3.9 °		1.47					0.3		0.0	   3.9 °	0.10	1.47	1.47	723777.1	5021751.3	1765.8	280.3		

	Ma88	    -- -->  	 287.1 °	  -4.7 °		0.34								  -4.7 °	-0.03	0.34	0.34	723776.7	5021751.4	1765.8	280.6		

	Ma88	    -- -->  	 223.4 °	  -4.4 °		0.66								  -4.4 °	-0.05	0.66	0.66	723776.6	5021750.8	1765.8	281.0		

	Ma88	    -- -->  	 186.5 °	  -3.5 °		0.51								  -3.5 °	-0.03	0.51	0.51	723777.0	5021750.8	1765.8	280.8		

	Ma88	   Ma89	 199.7 °	   4.9 °		1.44				0.1		0.1	0.0	   4.9 °	0.12	1.44	1.43	723776.6	5021749.9	1766.0	281.7		

	Ma89	    -- -->  	  94.4 °	   8.9 °		0.15								   8.9 °	0.02	0.15	0.15	723776.7	5021749.9	1766.0	281.9		

	Ma89	    -- -->  	 149.4 °	   4.9 °		0.61								   4.9 °	0.05	0.61	0.61	723776.9	5021749.4	1766.0	282.4		

	Ma89	    -- -->  	  50.4 °	  13.4 °		0.31								  13.4 °	0.07	0.31	0.30	723776.8	5021750.1	1766.0	282.0		

	Ma89	    -- -->  	 177.9 °	  -0.4 °		0.51								  -0.4 °	-0.00	0.51	0.51	723776.6	5021749.4	1766.0	282.3		

	Ma89	   Ma90	 172.8 °	  -7.9 °		1.14					0.3		0.1	  -7.9 °	-0.16	1.14	1.13	723776.7	5021748.8	1765.8	282.9		

	Ma90	    -- -->  	 317.9 °	  -0.8 °		0.33								  -0.8 °	-0.00	0.33	0.33	723776.5	5021749.1	1765.8	283.2		

	Ma90	    -- -->  	 250.8 °	  -5.4 °		0.60								  -5.4 °	-0.06	0.60	0.60	723776.1	5021748.6	1765.8	283.5		

	Ma90	   Ma91	 221.4 °	   1.6 °		0.89				0.3		0.1	0.0	   1.6 °	0.02	0.89	0.89	723776.1	5021748.2	1765.8	283.8		

	Ma91	    -- -->  	  98.6 °	  -0.7 °		0.27								  -0.7 °	-0.00	0.27	0.27	723776.4	5021748.1	1765.8	284.0		

	Ma91	    -- -->  	 153.5 °	   4.5 °		0.41								   4.5 °	0.03	0.41	0.41	723776.3	5021747.8	1765.9	284.2		

	Ma91	    -- -->  	 183.0 °	   5.7 °		0.67								   5.7 °	0.07	0.67	0.67	723776.1	5021747.5	1765.9	284.4		

