Cavité :	Amalgame
	Ma91	   Ma92	 166.2 °	  13.2 °		2.47				0.4		3.4	2.3	  13.2 °	0.56	2.47	2.40	723776.6	5021745.8	1766.4	286.2		

	Ma92	    -- -->  	  59.9 °	  -0.2 °		0.45								  -0.2 °	-0.00	0.45	0.45	723777.0	5021746.0	1766.4	286.6		

	Ma92	    -- -->  	  10.9 °	  -7.1 °		0.56								  -7.1 °	-0.07	0.56	0.56	723776.8	5021746.4	1766.3	286.7		

	Ma92	    -- -->  	  32.0 °	 -83.7 °		2.35								 -83.7 °	-2.34	2.35	0.26	723776.8	5021746.0	1764.1	286.4		

	Ma92	    -- -->  	 317.1 °	  80.6 °		3.47								  80.6 °	3.42	3.47	0.57	723776.3	5021746.2	1769.8	286.7		

	Ma92	   Ma93	 148.4 °	  13.9 °		1.47					1.9	3.6	2.7	  13.9 °	0.35	1.47	1.43	723777.4	5021744.6	1766.8	287.6		 salle terminus

	Ma93	    -- -->  	  70.9 °	 -88.2 °		2.68								 -88.2 °	-2.68	2.68	0.08	723777.5	5021744.6	1764.1	287.7		

	Ma93	    -- -->  	 208.8 °	  87.6 °		3.63								  87.6 °	3.63	3.63	0.15	723777.3	5021744.5	1770.4	287.7		

	Ma93	    -- -->  	 170.3 °	   4.8 °		2.02								   4.8 °	0.17	2.02	2.01	723777.7	5021742.6	1766.9	289.6		

	Ma93	    -- -->  	 206.6 °	   6.6 °		2.26								   6.6 °	0.26	2.26	2.25	723776.4	5021742.6	1767.0	289.8		

	Ma93	    -- -->  	 239.0 °	   3.6 °		1.88								   3.6 °	0.12	1.88	1.88	723775.8	5021743.6	1766.9	289.5		

	Ma93	    -- -->  	 250.9 °	   4.1 °		2.69								   4.1 °	0.19	2.69	2.68	723774.8	5021743.7	1766.9	290.3		

	Ma93	    -- -->  	 265.5 °	   2.7 °		2.41								   2.7 °	0.11	2.41	2.41	723775.0	5021744.4	1766.9	290.0		

	Ma93	    -- -->  	 275.9 °	   2.3 °		2.15								   2.3 °	0.09	2.15	2.15	723775.2	5021744.8	1766.8	289.7		

	Ma93	    -- -->  	 287.6 °	  -0.4 °		1.82								  -0.4 °	-0.01	1.82	1.82	723775.7	5021745.2	1766.7	289.4		

	Ma93	    -- -->  	 294.9 °	  -3.5 °		0.31								  -3.5 °	-0.02	0.31	0.31	723777.1	5021744.7	1766.7	287.9		

	Ma93	    -- -->  	 314.0 °	  -9.7 °		0.77								  -9.7 °	-0.13	0.77	0.76	723776.8	5021745.1	1766.6	288.4		

	Ma93	    -- -->  	 320.0 °	 -11.4 °		0.91								 -11.4 °	-0.18	0.91	0.89	723776.8	5021745.3	1766.6	288.5		

	Ma93	    -- -->  	 353.4 °	  -6.9 °		0.81								  -6.9 °	-0.10	0.81	0.80	723777.3	5021745.4	1766.7	288.4		

Galerie :	Galerie n� 1
Date du lever : 	07/10/2023	Déclinaison = 	2.69 °
Operateurs :	Alain Gervais Barnab�
mesures des longueurs :	DistoX
mesures des Azimuts :	DistoX	 en degrés
mesures des Pentes :	DistoX	 en degrés
	Ma93	>> Ma94	 167.6 °	  -0.8 °		2.19				0.8			0.2	  -0.8 °	-0.03	2.19	2.19	723777.8	5021742.4	1766.7	289.8		 entr�e m�andre l'actif vient d'ici

	Ma94	    -- -->  	   6.6 °	  -8.3 °		1.46								  -8.3 °	-0.21	1.46	1.44	723778.0	5021743.9	1766.5	291.2		

	Ma94	    -- -->  	  45.7 °	  -3.5 °		0.92								  -3.5 °	-0.06	0.92	0.92	723778.5	5021743.1	1766.7	290.7		

	Ma94	    -- -->  	 107.1 °	  -6.4 °		0.42								  -6.4 °	-0.05	0.42	0.42	723778.2	5021742.3	1766.7	290.2		

	Ma94	   Ma95	 153.8 °	   8.3 °		2.29								   8.3 °	0.33	2.29	2.27	723778.8	5021740.4	1767.1	292.1		 dans le m�andre du bas, 25 virages tr�s �troit et Barnab� ne passe plus

Galerie :	Galerie n� 2
Date du lever : 	07/10/2023	Déclinaison = 	2.69 °
Operateurs :	Alain Gervais Barnab�
mesures des longueurs :	DistoX
mesures des Azimuts :	DistoX	 en degrés
mesures des Pentes :	DistoX	 en degrés
	Ma93	>> Ma96	 246.0 °			1.89										1.89	1.89	723775.6	5021743.8	1766.8	289.5		 pied de l'escalade affluent, peu d'eau

	Ma96	   Ma97	 244.8 °	  70.7 °		5.11								  70.7 °	4.82	5.11	1.69	723774.1	5021743.1	1771.6	291.2		 plafond E5, suite tr�s �troite, arr�t sur coul�e de calcite, courant d'air

Galerie :	Base_Amalgame vers f
Date du lever : 	06/08/2011	Déclinaison = 	0.87 °
Operateurs :	E. Vitte	P. Orchampt
mesures des longueurs :	
mesures des Azimuts :		 en degrés
mesures des Pentes :		 en degrés
	20-69	>> 20-70	 217.5 °	  28.0 °		4.38				0.7	4.7		1.7	 -28.0 °	-2.05	4.38	3.87	723786.9	5021897.9	1680.2	42.2		[0.78 345.8 -6.1][0.73 91.8 -4.1][0.66 144.7 -7.6][1.04 49.8 -3.9][2.12 41.7 -7.2][1.73 218.1 -84.6][4.72 311.5 0.3][4.97 272.8 0.5][3.82 230.8 0.3][1.92 170.2 16.6]

	20-68	   20-69	 231.1 °	  21.1 °		4.84					0.8	2.6	1.7	 -21.1 °	-1.74	4.84	4.52	723790.4	5021900.8	1678.4	46.8		[2.27 304.7 -29.3][1.76 302.8 -2.2][0.81 275.6 -12.0][1.79 239.1 -1.7][1.40 204.0 -3.4][2.17 219.1 -6.1][2.47 227.4 -5.8][2.94 224.9 63.3][2.16 220.5 -50.5]

	20-67	   20-68	 134.7 °	 -14.7 °		2.02				0.3				  14.7 °	0.51	2.02	1.95	723788.9	5021902.1	1679.0	48.7		[0.30 82.1 2.5][4.26 2.6 -4.4][0.65 122.1 1.9][2.09 145.1 7.6][1.59 166.6 6.8]

	20-66	   20-67	 185.9 °	  14.2 °		3.41					0.5	1.0	2.0	 -14.2 °	-0.84	3.41	3.31	723789.2	5021905.4	1678.1	52.0		[0.47 262.7 3.5][0.80 319.5 1.3][1.08 268.6 72.4][2.07 165.6 -77.2][2.00 184.0 9.2][3.08 193.8 8.2]

	20-65	   20-66	 136.3 °	   9.7 °		0.80				0.6		2.4	1.8	  -9.7 °	-0.13	0.80	0.79	723788.7	5021906.0	1678.0	52.8		[0.57 107.6 -0.8][1.69 150.0 1.7][1.00 165.8 2.5][0.60 174.4 0.3][1.85 98.8 -77.2][2.43 118.3 79.0]

	20-64	   20-65	 241.5 °	   9.6 °		2.68					0.4	1.6	1.7	  -9.6 °	-0.45	2.68	2.64	723791.0	5021907.3	1677.5	55.5		[0.41 291.8 0.9][0.50 326.5 0.4][0.78 248.7 2.3][0.82 210.3 3.9][1.57 229.4 3.5][1.59 338.7 82.4][1.75 46.5 -82.6]

	20-63	   20-64	 169.2 °	   2.5 °		1.55				0.6		1.4	2.0	  -2.5 °	-0.07	1.55	1.55	723790.6	5021908.8	1677.5	57.0		[0.57 104.9 -0.4][0.60 142.8 2.8][1.39 166.8 3.1][1.50 134.2 72.9][2.09 60.7 -78.6][0.80 177.9 2.1]

	20-62	   20-63	 263.4 °	   6.5 °		1.79					0.3			  -6.5 °	-0.20	1.79	1.78	723792.4	5021909.0	1677.3	58.8		[0.34 335.5 1.3][1.24 280.2 -1.1][0.70 255.8 0.8]

	20-61	   20-62	 219.9 °	  11.5 °		1.54					0.3	1.8	2.5	 -11.5 °	-0.31	1.54	1.51	723793.3	5021910.2	1677.0	60.3		[0.30 306.6 6.7][1.11 29.1 -1.4][1.18 206.3 5.6][0.95 245.3 13.5][1.16 234.0 12.4][1.84 78.1 88.1][2.58 208.1 -72.1]

	20-60	   20-61	 226.2 °	  18.7 °		4.12					0.6	3.4	1.8	 -18.7 °	-1.32	4.12	3.90	723796.1	5021913.0	1675.6	64.2		[1.64 355.9 -3.5][0.86 320.9 5.2][3.77 8.1 -2.9][0.66 197.2 2.0][1.11 212.9 1.7][0.63 277.4 3.6][0.50 250.8 5.2][1.23 232.1 8.5][1.75 132.9 -86.9][3.41 168.7 81.4]

	20-59	   20-60	 181.4 °	  22.8 °		4.47					0.4	3.3	2.0	 -22.8 °	-1.73	4.47	4.12	723796.1	5021917.1	1673.9	68.3		[0.39 252.3 3.1][0.86 201.9 3.7][2.15 175.6 11.9][2.01 169.2 -83.2][3.36 176.0 77.9]

	20-58	   20-59	 142.1 °	   0.7 °		1.47						4.6	13.1	  -0.7 °	-0.02	1.47	1.47	723795.2	5021918.2	1673.9	69.8		[1.19 326.4 -2.3][1.37 351.1 -4.2][13.10 349.5 -84.6][1.57 141.3 -5.0][1.10 171.4 -16.7][4.65 20.5 82.9][2.48 170.6 -70.8]

	20-57	   20-58	 142.5 °	  72.4 °		13.59				2.4	4.5	15.7	1.4	 -72.4 °	-12.95	13.59	4.11	723792.6	5021921.4	1660.9	73.9		[3.24 116.4 5.1][3.36 152.9 4.3][4.21 198.1 43.8][7.56 229.6 49.3][4.65 261.4 57.6][1.15 352.6 15.6][2.10 14.7 -4.4][1.39 16.4 -83.3][15.69 25.8 85.9]

	20-56	   20-57	 185.9 °	   5.1 °		5.09				0.7		3.2	2.6	  -5.1 °	-0.46	5.09	5.07	723793.1	5021926.5	1660.5	79.0		[2.59 197.4 -82.6][3.25 144.7 77.4][1.53 220.6 -7.8][0.74 148.2 3.3][1.65 171.6 -2.5][1.11 104.0 7.6][3.43 201.3 -12.9]

	20-55	   20-56	 266.2 °	 -15.6 °		2.71					0.4	3.3	8.8	  15.6 °	0.73	2.71	2.61	723795.7	5021926.7	1661.2	81.6		[3.17 2.8 6.7][1.46 343.1 1.7][0.99 15.8 -5.2][0.75 328.8 -7.7][8.79 244.5 -88.4][0.44 310.7 -5.3][2.02 278.4 -9.1][3.41 183.8 79.5]

	20-54	   20-55	 163.6 °	  62.9 °		9.34				0.9	2.4	5.7	0.8	 -62.9 °	-8.31	9.34	4.26	723794.4	5021930.8	1652.9	85.8		[4.97 326.0 -1.6][4.48 333.4 0.4][4.53 315.4 1.2][0.93 319.2 -16.3][1.53 347.7 -13.5][2.48 231.7 4.9][3.48 160.0 -2.0][2.90 191.4 0.9][2.47 137.2 1.1][0.91 66.5 -2.4][5.74 175.1 87.9][0.79 255.6 -80.1]

	20-53	   20-54	 149.1 °	   5.1 °		6.43					0.3	0.8	1.4	  -5.1 °	-0.57	6.43	6.40	723791.0	5021936.2	1652.3	92.2		[0.40 187.9 -7.6][0.87 152.6 74.0][1.45 65.0 -81.2][1.17 139.4 -0.1][0.56 160.8 4.7]

	20-52	   20-53	 114.9 °	  27.1 °		1.62				0.8		1.5	0.9	 -27.1 °	-0.74	1.62	1.44	723789.6	5021936.8	1651.6	93.7		[0.28 323.6 -2.2][0.81 88.3 1.9][0.55 324.6 -4.6][1.58 121.1 69.1][0.97 175.7 -75.1]

	20-51	   20-52	 205.1 °	  12.5 °		4.56				0.4		1.8	5.0	 -12.5 °	-0.98	4.56	4.45	723791.5	5021940.9	1650.6	98.1		[0.42 156.7 -12.6][5.10 104.1 -76.1][1.94 209.7 65.4][3.52 88.5 -8.2][0.97 216.8 4.2][0.70 190.5 0.6][1.55 201.4 4.4]

	20-50	   20-51	 274.4 °	  51.5 °		5.30				0.5	1.5	7.6	0.9	 -51.5 °	-4.15	5.30	3.30	723794.8	5021940.7	1646.4	101.4		[0.76 170.0 -1.0][3.01 263.2 -1.7][1.55 322.8 -3.5][1.86 359.7 1.7][1.53 51.5 7.6][7.59 13.6 85.2][0.92 52.6 -68.8]

	20-49	   20-50	 158.9 °	 -17.6 °		2.86				0.7		6.8	1.6	  17.6 °	0.87	2.86	2.73	723793.7	5021943.2	1647.3	104.2		[0.71 110.0 8.2][1.08 52.6 4.3][1.66 111.2 -78.0][6.76 85.9 85.8][0.35 178.2 -1.3]

	20-48	   20-49	 216.3 °	   8.1 °		5.63					0.7	3.8	1.8	  -8.1 °	-0.79	5.63	5.57	723796.9	5021947.8	1646.5	109.7		[0.96 159.7 -3.6][1.11 187.4 -3.2][1.86 207.2 -2.2][0.55 234.3 -2.4][0.71 289.6 -3.0][3.85 283.1 79.4][1.79 302.4 -84.0]

	20-47	   20-48	 148.9 °	  23.5 °		2.64				0.8		2.0	1.5	 -23.5 °	-1.05	2.64	2.42	723795.6	5021949.8	1645.5	112.1		[0.82 80.6 0.6][0.94 34.9 -2.4][1.00 135.6 7.0][2.15 105.5 71.2][1.58 58.3 -69.0]

	20-46	   20-47	 204.7 °	  12.2 °		4.23				0.5	0.8	3.3	0.3	 -12.2 °	-0.89	4.23	4.14	723797.3	5021953.6	1644.6	116.3		[0.49 83.9 15.0][0.91 227.6 -7.8][3.37 240.3 79.0][0.26 214.7 -83.8][1.68 239.5 -68.3]

	20-45	   20-46	 109.4 °	  -0.8 °		1.20				0.6		3.8	1.6	   0.8 °	0.02	1.20	1.20	723796.2	5021954.0	1644.6	117.5		[2.87 1.3 -14.3][0.64 40.5 -7.0][3.92 19.5 79.9][1.64 87.3 -83.9][0.41 141.9 -2.5]

	20-44	   20-45	 177.3 °	   7.8 °		6.21					0.9	3.8	2.7	  -7.8 °	-0.84	6.21	6.15	723795.7	5021960.1	1643.8	123.6		[0.87 148.8 -4.9][1.33 171.5 -5.0][1.73 183.4 -11.3][1.19 190.9 -14.5][0.67 127.9 -10.8][3.97 177.9 71.3][2.66 356.8 -88.3][1.28 176.6 -3.7][3.67 178.7 -1.0][3.52 184.4 -2.3]

	20-43	   20-44	 101.1 °	  12.4 °		1.17				0.3		3.4	2.5	 -12.4 °	-0.25	1.17	1.14	723794.6	5021960.3	1643.5	124.8		[0.29 76.3 4.3][2.58 86.2 -82.6][3.53 118.9 76.6][0.69 148.3 -0.3][1.15 138.2 1.1][1.54 95.3 2.7]

	20-42	   20-43	 196.3 °	  -1.9 °		1.34					0.3	3.8	2.9	   1.9 °	0.04	1.34	1.34	723795.0	5021961.6	1643.5	126.1		[0.29 240.2 -1.6][0.68 206.1 -3.5][1.43 190.1 -9.3][2.97 236.1 -82.8][3.85 163.7 77.8][0.54 153.0 1.1][0.82 170.7 -7.7]

	20-41	   20-42	  88.8 °	  13.1 °		1.94				0.5		3.9	2.7	 -13.1 °	-0.44	1.94	1.89	723793.1	5021961.5	1643.1	128.0		[0.46 43.5 -5.6][4.00 85.1 75.0][2.81 61.5 -72.3][1.02 58.2 -4.8][1.65 71.9 0.3][1.27 92.2 0.3][1.09 101.7 2.8][0.69 11.1 -5.6]

	20-40	   20-41	 169.8 °	  29.7 °		1.66				0.5		4.4	2.1	 -29.7 °	-0.82	1.66	1.44	723792.8	5021962.9	1642.3	129.5		[0.47 117.3 0.5][0.68 201.4 -3.8][1.22 172.5 0.6][4.58 147.7 75.6][2.15 176.6 -79.0]

	20-39	   20-40	 232.3 °	   0.9 °		1.75					0.4	3.8	2.5	  -0.9 °	-0.03	1.75	1.75	723794.2	5021964.0	1642.3	131.2		[0.40 278.8 5.6][3.76 293.2 85.7][2.46 320.4 -85.0][1.16 257.3 -4.9][0.83 214.3 -0.3]

	20-38	   20-39	 141.1 °	  13.9 °		2.05				0.6		4.2	2.0	 -13.9 °	-0.49	2.05	1.99	723792.9	5021965.6	1641.8	133.2		[0.66 80.2 -11.1][0.66 110.6 -5.5][1.23 118.8 -5.0][4.34 147.7 73.1][2.03 95.9 -76.5][1.35 146.1 0.4][0.69 153.4 -3.2]

	20-37	   20-38	 231.3 °	  25.0 °		1.85					0.4	4.4	1.7	 -25.0 °	-0.78	1.85	1.68	723794.2	5021966.6	1641.0	134.9		[0.44 289.6 0.6][1.02 250.5 -4.6][1.82 238.5 2.2][1.15 225.5 -0.8][0.80 209.4 -1.7][1.13 7.6 3.6][0.69 342.4 1.9][4.40 161.9 88.3][1.69 240.1 -80.5]

	20-36	   20-37	 191.5 °	   1.4 °		1.95					0.3	4.2	1.9	  -1.4 °	-0.05	1.95	1.95	723794.5	5021968.5	1640.9	136.8		[0.35 243.9 -6.5][0.67 205.9 -4.7][1.23 169.4 3.5][1.71 185.9 -0.9][4.27 207.6 82.7][2.02 185.4 -71.7]

	20-35	   20-36	 137.5 °	   6.7 °		2.93				0.6		4.4	2.4	  -6.7 °	-0.34	2.93	2.91	723792.5	5021970.7	1640.6	139.7		[0.63 83.8 -7.6][1.52 117.4 1.2][2.26 130.7 2.4][1.13 159.6 1.8][1.50 141.2 0.5][4.52 63.2 78.1][2.43 125.9 -85.2]

	20-34	   20-35	 221.6 °	  -1.6 °		1.85					0.4	4.3	2.6	   1.6 °	0.05	1.85	1.85	723793.7	5021972.1	1640.7	141.6		[0.37 258.0 -3.4][2.72 226.6 -74.9][4.36 240.6 81.1][0.66 182.0 -6.0][1.86 218.6 -1.4]

	20-33	   20-34	 130.2 °	  13.5 °		1.97				1.0		4.3	2.6	 -13.5 °	-0.46	1.97	1.92	723792.2	5021973.3	1640.2	143.5		[1.11 34.0 -17.6][0.97 77.9 -11.4][1.49 11.8 -6.7][1.06 352.0 -4.5][2.75 67.9 -68.2][4.35 90.6 86.4][1.34 137.2 17.6]

	20-32	   20-33	 205.1 °	  10.0 °		2.47				0.2	0.4	3.4	2.7	 -10.0 °	-0.43	2.47	2.43	723793.2	5021975.5	1639.8	145.9		[0.21 94.0 1.5][3.40 274.9 82.7][2.72 45.0 -85.1][0.76 355.1 -4.2][1.27 16.9 -7.5][0.62 45.9 -20.1][0.75 33.0 -15.9][0.68 183.0 0.5][1.12 196.5 -1.8]

	20-31	   20-32	 206.6 °	  20.8 °		1.72				0.7	0.4	3.8	2.1	 -20.8 °	-0.61	1.72	1.61	723793.9	5021976.9	1639.1	147.5		[2.17 236.7 -75.0][3.79 336.3 85.7][0.71 94.5 -8.3][0.28 154.0 -2.8][0.82 19.6 -1.1][1.75 352.8 -8.0][0.71 225.1 -4.0][1.32 204.8 -2.6][0.89 190.2 -15.2]

	20-30	   20-31	 170.7 °	  13.3 °		3.13				0.5				 -13.3 °	-0.72	3.13	3.05	723793.3	5021979.9	1638.4	150.6		[0.48 85.2 -0.9][0.40 143.5 -1.7][0.75 226.1 1.5][1.19 195.6 0.3]

	20-29	   20-30	 223.2 °	   9.1 °		0.58					1.3	4.3	1.7	  -9.1 °	-0.09	0.58	0.57	723793.7	5021980.4	1638.3	151.2		[0.64 183.4 3.0][1.57 215.9 0.1][1.81 194.2 2.7][4.37 196.7 80.2][1.71 261.7 -78.2]

	20-28	   20-29	  91.0 °	  -1.2 °		1.98				0.3		4.8	1.9	   1.2 °	0.04	1.98	1.98	723791.7	5021980.4	1638.4	153.1		[0.35 22.6 0.7][4.78 84.5 84.9][1.92 100.1 -83.5][0.79 103.7 3.1][1.46 75.6 0.7][1.94 95.5 -82.3]

	20-27	   20-28	 145.9 °	   5.1 °		1.69				0.6		0.7	1.9	  -5.1 °	-0.15	1.69	1.68	723790.8	5021981.7	1638.2	154.8		[0.57 109.6 3.4][0.88 135.8 4.4][0.85 116.8 59.3][1.99 183.0 -70.0]

	20-26	   20-27	 221.3 °	   7.7 °		1.73					0.3	4.5	1.9	  -7.7 °	-0.23	1.73	1.71	723791.9	5021983.0	1638.0	156.5		[0.36 277.4 -7.8][4.53 233.2 84.6][1.96 306.9 -76.8][0.83 210.5 -2.7]

	20-25	   20-26	 131.2 °	   3.5 °		1.06				0.5		3.5	2.3	  -3.5 °	-0.06	1.06	1.06	723791.1	5021983.7	1637.9	157.6		[0.49 61.0 3.5][3.53 1.4 82.7][2.64 4.3 -59.2][0.71 104.5 1.7][0.48 141.2 1.2]

	20-24	   20-25	 174.5 °	   4.5 °		1.98				0.3		1.6	2.0	  -4.5 °	-0.16	1.98	1.97	723790.8	5021985.7	1637.8	159.6		[0.32 105.2 -1.0][1.63 141.4 75.3][2.02 86.5 -81.3][1.30 161.8 5.0]

	20-23	   20-24	 212.6 °	   5.1 °		2.15					1.5			  -5.1 °	-0.19	2.15	2.14	723791.9	5021987.5	1637.6	161.7		[1.54 282.0 -0.3][1.00 208.2 3.1][0.93 234.7 1.2]

	20-22	   20-23	 169.0 °	  24.2 °		2.03					0.3	4.4	1.2	 -24.2 °	-0.83	2.03	1.85	723791.6	5021989.3	1636.8	163.6		[0.37 244.8 16.0][4.45 259.1 79.3][1.23 169.0 -72.2]

	20-21	   20-22	 122.3 °	  -8.1 °		1.57				0.3		4.0	1.7	   8.1 °	0.22	1.57	1.55	723790.2	5021990.1	1637.0	165.1		[0.36 31.9 0.8][4.04 141.9 86.4][1.79 319.5 -72.4]

	20-20	   20-21	 185.0 °	   4.6 °		4.13				0.4		2.5	1.6	  -4.6 °	-0.33	4.13	4.12	723790.5	5021994.2	1636.6	169.2		[0.57 79.8 -1.5][2.70 85.8 70.6][1.55 28.3 -87.2][0.78 172.5 5.9][2.30 191.3 3.4]

	20-19	   20-20	 244.7 °	  10.5 °		1.36				0.4		2.9	1.6	 -10.5 °	-0.25	1.36	1.34	723791.7	5021994.8	1636.4	170.6		[0.39 204.2 -5.2][3.05 204.2 72.9][1.58 335.5 -84.0][1.05 271.9 0.2][0.57 241.3 5.2]

	20-18	   20-19	 317.9 °	  -5.1 °		3.76					0.4	2.4	2.5	   5.1 °	0.33	3.76	3.75	723794.3	5021992.1	1636.7	174.3		[0.48 336.8 -19.2][2.52 202.3 -84.2][2.45 304.0 74.7][0.69 82.7 -20.5][1.65 299.3 -5.8][0.81 322.3 -14.0]

	20-17	   20-18	 219.3 °	  26.9 °		1.81				0.4		4.3	1.8	 -26.9 °	-0.82	1.81	1.61	723795.3	5021993.4	1635.9	175.9		[1.83 226.7 -87.3][0.42 149.8 -0.2][4.30 164.7 85.9][0.73 64.6 -3.7]

	20-16	   20-17	 281.2 °	  11.8 °		2.06					0.7	2.4	1.5	 -11.9 °	-0.42	2.06	2.02	723797.3	5021993.0	1635.5	177.9		[0.72 353.8 5.3][1.50 83.6 -87.2][2.42 348.7 76.3][0.94 43.9 -7.8][1.11 304.2 -2.6][0.57 315.9 0.5][0.59 270.3 -4.5]

	20-15	   20-16	 246.9 °	   5.1 °		3.82				0.6		3.0	1.8	  -5.1 °	-0.34	3.82	3.81	723800.7	5021994.6	1635.2	181.7		[3.10 247.3 77.8][1.78 96.1 -85.9][5.74 73.4 -81.6][1.50 137.1 5.5][0.59 225.2 4.3][1.31 256.7 0.0]

	20-14	   20-15	 342.3 °	 -21.3 °		1.26					0.5	2.4	0.9	  21.3 °	0.46	1.26	1.17	723801.1	5021993.5	1635.6	182.9		[0.50 16.6 -12.7][0.87 287.6 -83.5][2.49 1.3 76.7]

	20-13	   20-14	 246.7 °	  16.4 °		2.15					0.5	3.1	1.8	 -16.4 °	-0.61	2.15	2.06	723803.0	5021994.3	1635.0	185.0		[1.35 14.7 -9.7][1.78 30.0 -85.9][3.13 293.4 79.6][0.46 312.6 3.5]

	20-12	   20-13	 192.5 °	  68.1 °		4.26				1.4	1.5	9.0	1.5	 -68.1 °	-3.95	4.26	1.59	723803.3	5021995.9	1631.0	186.6		[2.92 339.0 -1.9][5.90 307.9 -3.5][2.00 298.1 -1.7][1.49 274.0 -1.8][2.72 253.6 0.3][1.76 132.0 1.8][3.99 174.8 -16.8][2.18 178.3 -11.8][9.03 250.0 85.2][1.54 328.8 -87.6]

	20-11	   20-12	 176.5 °	  80.1 °		12.32					4.7	16.4	3.9	 -80.1 °	-12.14	12.32	2.12	723803.1	5021998.0	1618.9	188.7		[0.94 135.0 -1.9][4.71 196.9 -2.5][6.31 224.2 0.7][4.03 266.1 10.8][4.05 188.3 -73.5][16.44 241.2 86.3]

	20-10	   20-11	  20.3 °	  56.8 °		12.14				3.5		28.2	23.1	 -56.8 °	-10.16	12.14	6.64	723800.9	5021991.7	1608.8	195.3		[5.72 43.6 -1.7][3.49 353.1 2.3][29.04 353.8 76.9][23.11 85.8 -86.0]

	20-9	   20-10	 134.8 °	  84.7 °		8.13				0.7	2.3	16.3	1.5	 -84.7 °	-8.09	8.13	0.76	723800.4	5021992.2	1600.7	196.1		[4.14 357.4 -0.5][9.50 59.1 3.5][0.78 139.8 -0.2][1.50 245.5 -85.1][16.27 46.3 88.3]

	20-8	   20-9	 286.3 °	  80.2 °		14.12				2.9	1.6	31.4	27.9	 -80.2 °	-13.91	14.12	2.40	723802.7	5021991.6	1586.7	198.5		[5.59 87.5 2.2][31.41 0.6 87.2][3.00 9.9 3.2][2.03 289.9 4.1][27.91 151.8 -84.3]

	20-7	   20-8	 187.1 °	  83.9 °		4.78				1.7	1.2	27.3	51.6	 -83.9 °	-4.75	4.78	0.51	723802.8	5021992.1	1582.0	199.0		[1.23 188.3 0.7][2.01 52.0 -2.7][7.40 117.5 1.5][51.64 199.7 -86.4][27.58 26.7 81.6]

	20-6	   20-7	  31.8 °	  80.7 °		8.06					3.6	6.4	13.7	 -80.7 °	-7.95	8.06	1.30	723802.1	5021991.0	1574.0	200.3		[5.32 103.1 -3.4][3.06 55.4 -6.6][3.00 258.7 -2.9][1.13 214.0 -8.1][13.94 157.5 -79.0][6.50 36.2 82.8]

	20-5	   20-6	  89.0 °	  14.7 °		0.75				0.3	1.0	5.0	33.5	 -14.7 °	-0.19	0.75	0.73	723801.4	5021991.0	1573.8	201.0		[2.37 268.3 -2.0][0.25 338.7 -0.6][6.05 105.8 -3.4][1.02 172.0 0.1][33.83 123.6 -83.2][5.00 29.1 82.7]

	20-4	   20-5	  65.5 °	  77.2 °		15.87				1.0	8.1	3.4	21.0	 -77.2 °	-15.48	15.87	3.51	723798.2	5021989.5	1558.4	204.5		[0.43 201.1 4.4][0.99 280.4 5.7][0.63 359.0 8.4][8.19 82.4 -3.3][3.28 103.9 -1.9][3.02 62.3 -2.5][20.97 125.9 -85.4][3.42 5.2 86.0]

	20-3	   20-4	 293.8 °	  82.2 °		7.78					1.8		13.3	 -82.2 °	-7.71	7.78	1.06	723799.2	5021989.0	1550.7	205.6		[7.12 90.2 -5.8][0.34 151.2 12.7][1.96 18.2 10.2][1.77 299.2 9.2][13.26 77.7 -87.6]

	20-2	   20-3	 327.2 °	  83.7 °		12.28				0.5	1.8	24.9	1.1	 -83.7 °	-12.21	12.28	1.34	723799.9	5021987.9	1538.5	206.9		[9.05 282.6 -12.7][2.29 346.0 -1.1][0.52 209.4 0.3][25.10 39.9 84.0][1.10 293.3 -84.5]

	20-1	   20-2	 261.6 °	 -11.3 °		4.85				1.1	0.4	8.9	1.4	  11.4 °	0.95	4.85	4.76	723804.6	5021988.7	1539.4	211.7		[1.06 175.2 -2.5][0.41 339.4 -22.0][8.93 162.4 87.8][1.37 321.8 -88.8]

	20-0	   20-1	 257.1 °	  28.0 °		4.11								 -28.0 °	-1.93	4.11	3.63	723808.2	5021989.6	1537.5	215.3		Base_Amalgame vers f
Arche vers Guiers M�

